Edad;Retirado;ViajesDeNegocio;TarifaSalarial;Departamento;DistanciaDesdeCasa;Educacion;CampoEducacion;EmpleadosACargo;NumeroEmpleado;NivelSatisfaccion;Genero;SalarioPorHora;NivelInvolucramiento;NivelResponsabilidad;Rol;SatisfaccionTrabajo;EstadoCivil;SalarioMensual;TarifaMensual;NumEmpresasDondeTrabaja;MasDe18Horas;HorasExtra;PorcentajeIncrementoSalarioUltimoAnnio;NivelRendimiento;SatisfaccionEmpresa;HorasEstandar;PlanSalarioComplementario;TotalAnniosTrabajados;FormacionUltimoAnnio;BalanceTrabajoVida;FechaIngresoEmpresa;AnniosEnEmpresa;AnniosRolActual;AnniosDesdeUltimaPromocion;AnniosActualDirector
40;No;Viaja-Pocas-Veces;658;Ventas;10;4;Mercadeo;1;954;1;Masculino;67;2;3;Ejecutivo de ventas;2;Divorciado;9705;20652;2;S;No;12;3;2;80;1;11;2;2;4/11/2020;1;0;0;0
26;No;Viaja-Frecuentemente;1283;Ventas;1;3;Medicina;1;956;3;Masculino;52;2;2;Ejecutivo de ventas;1;Soltero;4294;11148;1;S;No;12;3;2;80;0;7;2;3;6/05/2014;7;7;0;7
41;No;Viaja-Pocas-Veces;263;Investigacion & Desarrollo;6;3;Medicina;1;957;4;Masculino;59;3;1;Tecnico de laboratorio;1;Soltero;4721;3119;2;S;Si;13;3;3;80;0;20;3;3;22/08/2003;18;13;2;17
36;No;Viaja-Pocas-Veces;938;Investigacion & Desarrollo;2;4;Medicina;1;958;3;Masculino;79;3;1;Tecnico de laboratorio;3;Soltero;2519;12287;4;S;No;21;4;3;80;0;16;6;3;26/04/2010;11;8;3;9
19;Si;Viaja-Pocas-Veces;419;Ventas;21;3;Otro;1;959;4;Masculino;37;2;1;Representante de ventas;2;Soltero;2121;9947;1;S;Si;13;3;2;80;0;1;3;4;11/07/2020;1;0;0;0
20;Si;Viaja-Pocas-Veces;129;Investigacion & Desarrollo;4;3;Nivel tecnico;1;960;1;Masculino;84;3;1;Tecnico de laboratorio;1;Soltero;2973;13008;1;S;No;19;3;2;80;0;1;2;3;10/06/2020;1;0;0;0
31;No;Viaja-Pocas-Veces;616;Investigacion & Desarrollo;12;3;Medicina;1;961;4;Femenino;41;3;2;Representante atencion medica;4;Casado;5855;17369;0;S;Si;11;3;3;80;2;10;2;1;13/07/2012;9;7;8;5
40;No;Viaja-Frecuentemente;1469;Investigacion & Desarrollo;9;4;Medicina;1;964;4;Masculino;35;3;1;Cientifico de investigacion;2;Divorciado;3617;25063;8;S;Si;14;3;4;80;1;3;2;3;11/10/2020;1;1;0;0
32;No;Viaja-Pocas-Veces;498;Investigacion & Desarrollo;3;4;Medicina;1;966;3;Femenino;93;3;2;Director de manufactura;1;Casado;6725;13554;1;S;No;12;3;3;80;1;8;2;4;4/04/2013;8;7;6;3
36;Si;Viaja-Pocas-Veces;530;Ventas;3;1;Ciencias de la vida;1;967;3;Masculino;51;2;3;Ejecutivo de ventas;4;Casado;10325;5518;1;S;Si;11;3;1;80;1;16;6;3;23/08/2005;16;7;3;7
33;No;Viaja-Pocas-Veces;1069;Investigacion & Desarrollo;1;3;Ciencias de la vida;1;969;2;Femenino;42;2;2;Representante atencion medica;4;Soltero;6949;12291;0;S;No;14;3;1;80;0;6;3;3;5/10/2016;5;0;1;4
37;Si;Viaja-Pocas-Veces;625;Ventas;1;4;Ciencias de la vida;1;970;1;Masculino;46;2;3;Ejecutivo de ventas;3;Casado;10609;14922;5;S;No;11;3;3;80;0;17;2;1;18/01/2007;14;1;11;7
45;No;No-Viaja;805;Investigacion & Desarrollo;4;2;Ciencias de la vida;1;972;3;Masculino;57;3;2;Tecnico de laboratorio;2;Casado;4447;23163;1;S;No;12;3;2;80;0;9;5;2;26/11/2012;9;7;0;8
29;No;Viaja-Frecuentemente;1404;Ventas;20;3;Nivel tecnico;1;974;3;Femenino;84;3;1;Representante de ventas;4;Casado;2157;18203;1;S;No;15;3;2;80;1;3;5;3;9/04/2018;3;1;0;2
35;No;Viaja-Pocas-Veces;1219;Ventas;18;3;Medicina;1;975;3;Femenino;86;3;2;Ejecutivo de ventas;3;Casado;4601;6179;1;S;No;16;3;2;80;0;5;3;3;8/09/2016;5;2;1;0
52;No;Viaja-Pocas-Veces;1053;Investigacion & Desarrollo;1;2;Ciencias de la vida;1;976;4;Masculino;70;3;4;Director;4;Casado;17099;13829;2;S;No;15;3;2;80;1;26;2;2;2/08/2012;9;8;7;8
58;Si;Viaja-Pocas-Veces;289;Investigacion & Desarrollo;2;3;Nivel tecnico;1;977;4;Masculino;51;3;1;Cientifico de investigacion;3;Soltero;2479;26227;4;S;No;24;4;1;80;0;7;4;3;4/04/2020;1;0;0;0
53;No;Viaja-Pocas-Veces;1376;Ventas;2;2;Medicina;1;981;3;Masculino;45;3;4;Director;3;Divorciado;14852;13938;6;S;No;13;3;3;80;1;22;3;4;2/09/2004;17;13;15;2
30;No;Viaja-Pocas-Veces;231;Ventas;8;2;Otro;1;982;3;Masculino;62;3;3;Ejecutivo de ventas;3;Divorciado;7264;9977;5;S;No;11;3;1;80;1;10;2;4;6/01/2013;8;4;7;7
38;No;No-Viaja;152;Ventas;10;3;Nivel tecnico;1;983;3;Femenino;85;3;2;Ejecutivo de ventas;4;Soltero;5666;19899;1;S;Si;13;3;2;80;0;6;1;3;11/03/2016;5;3;1;3
35;No;Viaja-Pocas-Veces;882;Ventas;3;4;Ciencias de la vida;1;984;4;Masculino;92;3;3;Ejecutivo de ventas;4;Divorciado;7823;6812;6;S;No;13;3;2;80;1;12;2;3;19/05/2011;10;9;0;8
39;No;Viaja-Pocas-Veces;903;Ventas;2;5;Ciencias de la vida;1;985;1;Masculino;41;4;3;Ejecutivo de ventas;3;Soltero;7880;2560;0;S;No;18;3;4;80;0;9;3;3;22/05/2013;8;7;0;7
40;Si;No-Viaja;1479;Ventas;24;3;Ciencias de la vida;1;986;2;Femenino;100;4;4;Ejecutivo de ventas;2;Soltero;13194;17071;4;S;Si;16;3;4;80;0;22;2;2;26/04/2020;1;0;0;0
47;No;Viaja-Frecuentemente;1379;Investigacion & Desarrollo;16;4;Medicina;1;987;3;Masculino;64;4;2;Director de manufactura;3;Divorciado;5067;6759;1;S;Si;19;3;3;80;0;20;3;4;16/11/2002;19;10;2;7
36;No;No-Viaja;1229;Ventas;8;4;Nivel tecnico;1;990;1;Masculino;84;3;2;Ejecutivo de ventas;4;Divorciado;5079;25952;4;S;No;13;3;4;80;2;12;3;3;7/06/2014;7;7;0;7
31;Si;No-Viaja;335;Investigacion & Desarrollo;9;2;Medicina;1;991;3;Masculino;46;2;1;Cientifico de investigacion;1;Soltero;2321;10322;0;S;Si;22;4;1;80;0;4;0;3;18/09/2018;3;2;1;2
33;No;No-Viaja;722;Ventas;17;3;Ciencias de la vida;1;992;4;Masculino;38;3;4;Director;3;Soltero;17444;20489;1;S;No;11;3;4;80;0;10;2;3;23/08/2011;10;8;6;0
29;Si;Viaja-Pocas-Veces;906;Investigacion & Desarrollo;10;3;Ciencias de la vida;1;994;4;Femenino;92;2;1;Cientifico de investigacion;1;Soltero;2404;11479;6;S;Si;20;4;3;80;0;3;5;3;7/02/2021;0;0;0;0
33;No;Viaja-Pocas-Veces;461;Investigacion & Desarrollo;13;1;Ciencias de la vida;1;995;2;Femenino;53;3;1;Cientifico de investigacion;4;Soltero;3452;17241;3;S;No;18;3;1;80;0;5;4;3;14/04/2018;3;2;0;2
45;No;Viaja-Pocas-Veces;974;Investigacion & Desarrollo;1;4;Medicina;1;996;4;Femenino;91;3;1;Tecnico de laboratorio;4;Divorciado;2270;11005;3;S;No;14;3;4;80;2;8;2;3;23/07/2016;5;3;0;2
50;No;Viaja-Pocas-Veces;1126;Investigacion & Desarrollo;1;2;Medicina;1;997;4;Masculino;66;3;4;Director de investigacion;4;Divorciado;17399;6615;9;S;No;22;4;3;80;1;32;1;2;19/02/2016;5;4;1;3
33;No;Viaja-Frecuentemente;827;Investigacion & Desarrollo;1;4;Otro;1;998;3;Femenino;84;4;2;Representante atencion medica;2;Casado;5488;20161;1;S;Si;13;3;1;80;1;6;2;3;7/11/2015;6;5;1;2
41;No;Viaja-Frecuentemente;840;Investigacion & Desarrollo;9;3;Medicina;1;999;1;Masculino;64;3;5;Director de investigacion;3;Divorciado;19419;3735;2;S;No;17;3;2;80;1;21;2;4;6/03/2003;18;16;0;11
27;No;Viaja-Pocas-Veces;1134;Investigacion & Desarrollo;16;4;Nivel tecnico;1;1001;3;Femenino;37;3;1;Tecnico de laboratorio;2;Casado;2811;12086;9;S;No;14;3;2;80;1;4;2;3;21/06/2019;2;2;2;2
45;No;No-Viaja;248;Investigacion & Desarrollo;23;2;Ciencias de la vida;1;1002;4;Masculino;42;3;2;Tecnico de laboratorio;1;Casado;3633;14039;1;S;Si;15;3;3;80;1;9;2;3;17/03/2012;9;8;0;8
47;No;Viaja-Pocas-Veces;955;Ventas;4;2;Ciencias de la vida;1;1003;4;Femenino;83;3;2;Ejecutivo de ventas;4;Soltero;4163;8571;1;S;Si;17;3;3;80;0;9;0;3;17/11/2012;9;0;0;7
30;Si;Viaja-Pocas-Veces;138;Investigacion & Desarrollo;22;3;Ciencias de la vida;1;1004;1;Femenino;48;3;1;Cientifico de investigacion;3;Casado;2132;11539;4;S;Si;11;3;2;80;0;7;2;3;20/10/2016;5;2;0;1
50;No;Viaja-Pocas-Veces;939;Investigacion & Desarrollo;24;3;Ciencias de la vida;1;1005;4;Masculino;95;3;4;Director de manufactura;3;Casado;13973;4161;3;S;Si;18;3;4;80;1;22;2;3;14/08/2009;12;11;1;5
38;No;Viaja-Frecuentemente;1391;Investigacion & Desarrollo;10;1;Medicina;1;1006;3;Masculino;66;3;1;Cientifico de investigacion;3;Casado;2684;12127;0;S;No;17;3;2;80;1;3;0;2;15/04/2019;2;1;0;2
46;No;Viaja-Pocas-Veces;566;Investigacion & Desarrollo;7;2;Medicina;1;1007;4;Masculino;75;3;3;Director de manufactura;3;Divorciado;10845;24208;6;S;No;13;3;2;80;1;13;3;3;25/10/2013;8;7;0;7
24;No;Viaja-Pocas-Veces;1206;Investigacion & Desarrollo;17;1;Medicina;1;1009;4;Femenino;41;2;2;Director de manufactura;3;Divorciado;4377;24117;1;S;No;15;3;2;80;2;5;6;3;1/09/2017;4;2;3;2
35;Si;Viaja-Pocas-Veces;622;Investigacion & Desarrollo;14;4;Otro;1;1010;3;Masculino;39;2;1;Tecnico de laboratorio;2;Divorciado;3743;10074;1;S;Si;24;4;4;80;1;5;2;1;18/09/2017;4;2;0;2
31;No;Viaja-Frecuentemente;853;Investigacion & Desarrollo;1;1;Ciencias de la vida;1;1011;3;Femenino;96;3;2;Director de manufactura;1;Casado;4148;11275;1;S;No;12;3;3;80;1;4;1;3;24/02/2017;4;3;0;3
18;No;No-Viaja;287;Investigacion & Desarrollo;5;2;Ciencias de la vida;1;1012;2;Masculino;73;3;1;Cientifico de investigacion;4;Soltero;1051;13493;1;S;No;15;3;4;80;0;0;2;3;15/03/2021;0;0;0;0
54;No;Viaja-Pocas-Veces;1441;Investigacion & Desarrollo;17;3;Nivel tecnico;1;1013;3;Femenino;56;3;3;Director de manufactura;3;Casado;10739;13943;8;S;No;11;3;3;80;1;22;2;3;9/08/2011;10;7;0;8
35;No;Viaja-Pocas-Veces;583;Investigacion & Desarrollo;25;4;Medicina;1;1014;3;Femenino;57;3;3;Representante atencion medica;3;Divorciado;10388;6975;1;S;Si;11;3;3;80;1;16;3;2;6/02/2005;16;10;10;1
30;No;Viaja-Pocas-Veces;153;Investigacion & Desarrollo;8;2;Ciencias de la vida;1;1015;2;Femenino;73;4;3;Director de investigacion;1;Casado;11416;17802;0;S;Si;12;3;3;80;3;9;4;2;1/08/2013;8;7;1;7
20;Si;Viaja-Pocas-Veces;1097;Investigacion & Desarrollo;11;3;Medicina;1;1016;4;Femenino;98;2;1;Cientifico de investigacion;1;Soltero;2600;18275;1;S;Si;15;3;1;80;0;1;2;3;4/03/2020;1;0;0;0
30;Si;Viaja-Frecuentemente;109;Investigacion & Desarrollo;5;3;Medicina;1;1017;2;Femenino;60;3;1;Tecnico de laboratorio;2;Soltero;2422;25725;0;S;No;17;3;1;80;0;4;3;3;10/05/2018;3;2;1;2
26;No;Viaja-Pocas-Veces;1066;Investigacion & Desarrollo;2;2;Medicina;1;1018;4;Masculino;32;4;2;Director de manufactura;4;Casado;5472;3334;1;S;No;12;3;2;80;0;8;2;3;28/02/2013;8;7;1;3
22;No;Viaja-Pocas-Veces;217;Investigacion & Desarrollo;8;1;Ciencias de la vida;1;1019;2;Masculino;94;1;1;Tecnico de laboratorio;1;Casado;2451;6881;1;S;No;15;3;1;80;1;4;3;2;3/05/2017;4;3;1;1
48;No;Viaja-Pocas-Veces;277;Investigacion & Desarrollo;6;3;Ciencias de la vida;1;1022;1;Masculino;97;2;2;Representante atencion medica;3;Soltero;4240;13119;2;S;No;13;3;4;80;0;19;0;3;25/08/2019;2;2;2;2
48;No;Viaja-Pocas-Veces;1355;Investigacion & Desarrollo;4;4;Ciencias de la vida;1;1024;3;Masculino;78;2;3;Representante atencion medica;3;Soltero;10999;22245;7;S;No;14;3;2;80;0;27;3;3;10/11/2006;15;11;4;8
41;No;Viaja-Pocas-Veces;549;Investigacion & Desarrollo;7;2;Medicina;1;1025;4;Femenino;42;3;2;Director de manufactura;3;Soltero;5003;23371;6;S;No;14;3;2;80;0;8;6;3;23/02/2019;2;2;2;1
39;No;Viaja-Pocas-Veces;466;Investigacion & Desarrollo;1;1;Ciencias de la vida;1;1026;4;Femenino;65;2;4;Director de manufactura;4;Casado;12742;7060;1;S;No;16;3;3;80;1;21;3;3;9/11/2000;21;6;11;8
27;No;Viaja-Pocas-Veces;1055;Investigacion & Desarrollo;2;4;Ciencias de la vida;1;1027;1;Femenino;47;3;2;Director de manufactura;4;Casado;4227;4658;0;S;No;18;3;2;80;1;4;2;3;17/01/2018;3;2;2;2
35;No;Viaja-Pocas-Veces;802;Investigacion & Desarrollo;10;3;Otro;1;1028;2;Masculino;45;3;1;Tecnico de laboratorio;4;Divorciado;3917;9541;1;S;No;20;4;1;80;1;3;4;2;21/11/2018;3;2;1;2
42;No;Viaja-Pocas-Veces;265;Ventas;5;2;Mercadeo;1;1029;4;Masculino;90;3;5;Director;3;Casado;18303;7770;6;S;No;13;3;2;80;0;21;3;4;24/08/2020;1;0;0;0
50;No;Viaja-Pocas-Veces;804;Investigacion & Desarrollo;9;3;Ciencias de la vida;1;1030;1;Masculino;64;3;1;Tecnico de laboratorio;4;Casado;2380;20165;4;S;No;18;3;2;80;0;8;5;3;18/10/2020;1;0;0;0
59;No;Viaja-Pocas-Veces;715;Investigacion & Desarrollo;2;3;Ciencias de la vida;1;1032;3;Femenino;69;2;4;Director de manufactura;4;Soltero;13726;21829;3;S;Si;13;3;1;80;0;30;4;3;16/01/2016;5;3;4;3
37;Si;Viaja-Pocas-Veces;1141;Investigacion & Desarrollo;11;2;Medicina;1;1033;1;Femenino;61;1;2;Representante atencion medica;2;Casado;4777;14382;5;S;No;15;3;1;80;0;15;2;1;6/04/2020;1;0;0;0
55;No;Viaja-Frecuentemente;135;Investigacion & Desarrollo;18;4;Medicina;1;1034;3;Masculino;62;3;2;Representante atencion medica;2;Casado;6385;12992;3;S;Si;14;3;4;80;2;17;3;3;27/07/2013;8;7;6;7
41;No;No-Viaja;247;Investigacion & Desarrollo;7;1;Ciencias de la vida;1;1035;2;Femenino;55;1;5;Director de investigacion;3;Divorciado;19973;20284;1;S;No;22;4;2;80;2;21;3;3;7/10/2000;21;16;5;10
38;No;Viaja-Pocas-Veces;1035;Ventas;3;4;Ciencias de la vida;1;1036;2;Masculino;42;3;2;Ejecutivo de ventas;4;Soltero;6861;4981;8;S;Si;12;3;3;80;0;19;1;3;22/01/2020;1;0;0;0
26;Si;No-Viaja;265;Ventas;29;2;Medicina;1;1037;2;Masculino;79;1;2;Ejecutivo de ventas;1;Soltero;4969;21813;8;S;No;18;3;4;80;0;7;6;3;16/02/2019;2;2;2;2
52;Si;Viaja-Pocas-Veces;266;Venta ;2;1;Mercadeo;1;1038;1;Femenino;57;1;5;Director;4;Casado;19845;25846;1;S;No;15;3;4;80;1;33;3;3;23/01/1989;32;14;6;9
44;No;Viaja-Pocas-Veces;1448;Ventas;28;3;Medicina;1;1039;4;Femenino;53;4;4;Ejecutivo de ventas;4;Casado;13320;11737;3;S;Si;18;3;3;80;1;23;2;3;5/08/2009;12;11;11;11
50;No;No-Viaja;145;Ventas;1;3;Ciencias de la vida;1;1040;4;Femenino;95;3;2;Ejecutivo de ventas;3;Casado;6347;24920;0;S;No;12;3;1;80;1;19;3;3;12/02/2003;18;7;0;13
36;Si;Viaja-Pocas-Veces;885;Investigacion & Desarrollo;16;4;Ciencias de la vida;1;1042;3;Femenino;43;4;1;Tecnico de laboratorio;1;Soltero;2743;8269;1;S;No;16;3;3;80;0;18;1;3;6/01/2004;17;13;15;14
39;No;Viaja-Frecuentemente;945;Investigacion & Desarrollo;22;3;Medicina;1;1043;4;Femenino;82;3;3;Director de manufactura;1;Soltero;10880;5083;1;S;Si;13;3;3;80;0;21;2;3;18/03/2000;21;6;2;8
33;No;No-Viaja;1038;Ventas;8;1;Ciencias de la vida;1;1044;2;Femenino;88;2;1;Representante de ventas;4;Soltero;2342;21437;0;S;No;19;3;4;80;0;3;2;2;17/01/2019;2;2;2;2
45;No;Viaja-Pocas-Veces;1234;Ventas;11;2;Ciencias de la vida;1;1045;4;Femenino;90;3;4;Director;4;Casado;17650;5404;3;S;No;13;3;2;80;1;26;4;4;13/06/2012;9;3;1;1
32;No;No-Viaja;1109;Investigacion & Desarrollo;29;4;Medicina;1;1046;4;Femenino;69;3;1;Tecnico de laboratorio;3;Soltero;4025;11135;9;S;No;12;3;2;80;0;10;2;3;1/08/2013;8;7;7;7
34;No;Viaja-Pocas-Veces;216;Ventas;1;4;Mercadeo;1;1047;2;Masculino;75;4;2;Ejecutivo de ventas;4;Divorciado;9725;12278;0;S;No;11;3;4;80;1;16;2;2;21/08/2006;15;1;0;9
59;No;Viaja-Pocas-Veces;1089;Ventas;1;2;Nivel tecnico;1;1048;2;Masculino;66;3;3;Director;4;Casado;11904;11038;3;S;Si;14;3;3;80;1;14;1;1;21/03/2015;6;4;0;4
45;No;Viaja-Pocas-Veces;788;Talento Humano;24;4;Medicina;1;1049;2;Masculino;36;3;1;Talento Humano;2;Soltero;2177;8318;1;S;No;16;3;1;80;0;6;3;3;9/02/2015;6;3;0;4
53;No;Viaja-Frecuentemente;124;Ventas;2;3;Mercadeo;1;1050;3;Femenino;38;2;3;Ejecutivo de ventas;2;Casado;7525;23537;2;S;No;12;3;1;80;1;30;2;3;6/04/2006;15;7;6;12
36;Si;Viaja-Pocas-Veces;660;Investigacion & Desarrollo;15;3;Otro;1;1052;1;Masculino;81;3;2;Tecnico de laboratorio;3;Divorciado;4834;7858;7;S;No;14;3;2;80;1;9;3;2;18/05/2020;1;0;0;0
26;Si;Viaja-Frecuentemente;342;Investigacion & Desarrollo;2;3;Ciencias de la vida;1;1053;1;Masculino;57;3;1;Cientifico de investigacion;1;Casado;2042;15346;6;S;Si;14;3;2;80;1;6;2;3;3/08/2018;3;2;1;2
34;No;Viaja-Pocas-Veces;1333;Ventas;10;4;Ciencias de la vida;1;1055;3;Femenino;87;3;1;Representante de ventas;3;Casado;2220;18410;1;S;Si;19;3;4;80;1;1;2;3;22/10/2020;1;1;0;0
28;No;Viaja-Pocas-Veces;1144;Ventas;10;1;Medicina;1;1056;4;Masculino;74;3;1;Representante de ventas;2;Casado;1052;23384;1;S;No;22;4;2;80;0;1;5;3;7/02/2020;1;0;0;0
38;No;Viaja-Frecuentemente;1186;Investigacion & Desarrollo;3;4;Otro;1;1060;3;Masculino;44;3;1;Cientifico de investigacion;3;Casado;2821;2997;3;S;No;16;3;1;80;1;8;2;3;14/04/2019;2;2;2;2
50;No;Viaja-Pocas-Veces;1464;Investigacion & Desarrollo;2;4;Medicina;1;1061;2;Masculino;62;3;5;Director de investigacion;3;Casado;19237;12853;2;S;Si;11;3;4;80;1;29;2;2;16/04/2013;8;1;7;7
37;No;Viaja-Pocas-Veces;124;Investigacion & Desarrollo;3;3;Otro;1;1062;4;Femenino;35;3;2;Representante atencion medica;2;Soltero;4107;13848;3;S;No;15;3;1;80;0;8;3;2;22/08/2017;4;3;0;1
40;No;Viaja-Pocas-Veces;300;Ventas;26;3;Mercadeo;1;1066;3;Masculino;74;3;2;Ejecutivo de ventas;1;Casado;8396;22217;1;S;No;14;3;2;80;1;8;3;2;6/08/2014;7;7;7;5
26;No;Viaja-Frecuentemente;921;Investigacion & Desarrollo;1;1;Medicina;1;1068;1;Femenino;66;2;1;Cientifico de investigacion;3;Divorciado;2007;25265;1;S;No;13;3;3;80;2;5;5;3;15/02/2016;5;3;1;3
46;No;Viaja-Pocas-Veces;430;Investigacion & Desarrollo;1;4;Medicina;1;1069;4;Masculino;40;3;5;Director de investigacion;4;Divorciado;19627;21445;9;S;No;17;3;4;80;2;23;0;3;14/01/2019;2;2;2;2
54;No;Viaja-Pocas-Veces;1082;Ventas;2;4;Ciencias de la vida;1;1070;3;Femenino;41;2;3;Ejecutivo de ventas;3;Casado;10686;8392;6;S;No;11;3;2;80;1;13;4;3;22/11/2012;9;4;7;0
56;No;Viaja-Frecuentemente;1240;Investigacion & Desarrollo;9;3;Medicina;1;1071;1;Femenino;63;3;1;Cientifico de investigacion;3;Casado;2942;12154;2;S;No;19;3;2;80;1;18;4;3;13/10/2016;5;4;0;3
36;No;Viaja-Pocas-Veces;796;Investigacion & Desarrollo;12;5;Medicina;1;1073;4;Femenino;51;2;3;Director de manufactura;4;Soltero;8858;15669;0;S;No;11;3;2;80;0;15;2;2;3/04/2007;14;8;7;8
55;No;No-Viaja;444;Investigacion & Desarrollo;2;1;Medicina;1;1074;3;Masculino;40;2;4;Director;1;Soltero;16756;17323;7;S;No;15;3;2;80;0;31;3;4;17/03/2012;9;7;6;2
43;No;Viaja-Pocas-Veces;415;Ventas;25;3;Medicina;1;1076;3;Masculino;79;2;3;Ejecutivo de ventas;4;Divorciado;10798;5268;5;S;No;13;3;3;80;1;18;5;3;9/03/2020;1;0;0;0
20;Si;Viaja-Frecuentemente;769;Ventas;9;3;Mercadeo;1;1077;4;Femenino;54;3;1;Representante de ventas;4;Soltero;2323;17205;1;S;Si;14;3;2;80;0;2;3;3;3/03/2019;2;2;0;2
21;Si;Viaja-Pocas-Veces;1334;Investigacion & Desarrollo;10;3;Ciencias de la vida;1;1079;3;Femenino;36;2;1;Tecnico de laboratorio;1;Soltero;1416;17258;1;S;No;13;3;1;80;0;1;6;2;26/10/2020;1;0;1;0
46;No;Viaja-Pocas-Veces;1003;Investigacion & Desarrollo;8;4;Ciencias de la vida;1;1080;4;Femenino;74;2;2;Cientifico de investigacion;1;Divorciado;4615;21029;8;S;Si;23;4;1;80;3;19;2;3;25/05/2005;16;13;1;7
51;Si;Viaja-Pocas-Veces;1323;Investigacion & Desarrollo;4;4;Ciencias de la vida;1;1081;1;Masculino;34;3;1;Cientifico de investigacion;3;Casado;2461;10332;9;S;Si;12;3;3;80;3;18;2;4;2/10/2011;10;0;2;7
28;Si;No-Viaja;1366;Investigacion & Desarrollo;24;2;Nivel tecnico;1;1082;2;Masculino;72;2;3;Representante atencion medica;1;Soltero;8722;12355;1;S;No;12;3;1;80;0;10;2;2;15/10/2011;10;7;1;9
26;No;Viaja-Pocas-Veces;192;Investigacion & Desarrollo;1;2;Medicina;1;1083;1;Masculino;59;2;1;Tecnico de laboratorio;1;Casado;3955;11141;1;S;No;16;3;1;80;2;6;2;3;22/03/2016;5;3;1;3
30;No;Viaja-Pocas-Veces;1176;Investigacion & Desarrollo;20;3;Otro;1;1084;3;Masculino;85;3;2;Director de manufactura;1;Casado;9957;9096;0;S;No;15;3;3;80;1;7;1;2;2/10/2015;6;2;0;2
41;No;Viaja-Pocas-Veces;509;Investigacion & Desarrollo;7;2;Nivel tecnico;1;1085;2;Femenino;43;4;1;Cientifico de investigacion;3;Casado;3376;18863;1;S;No;13;3;3;80;0;10;3;3;13/02/2011;10;6;0;8
38;No;Viaja-Pocas-Veces;330;Investigacion & Desarrollo;17;1;Ciencias de la vida;1;1088;3;Femenino;65;2;3;Representante atencion medica;3;Casado;8823;24608;0;S;No;18;3;1;80;1;20;4;2;14/04/2002;19;9;1;9
40;No;Viaja-Pocas-Veces;1492;Investigacion & Desarrollo;20;4;Nivel tecnico;1;1092;1;Masculino;61;3;3;Representante atencion medica;4;Casado;10322;26542;4;S;No;20;4;4;80;1;14;6;3;19/04/2010;11;10;11;1
27;No;No-Viaja;1277;Investigacion & Desarrollo;8;5;Ciencias de la vida;1;1094;1;Masculino;87;1;1;Tecnico de laboratorio;3;Casado;4621;5869;1;S;No;19;3;4;80;3;3;4;3;22/11/2018;3;2;1;2
55;No;Viaja-Frecuentemente;1091;Investigacion & Desarrollo;2;1;Ciencias de la vida;1;1096;4;Masculino;65;3;3;Director de manufactura;2;Casado;10976;15813;3;S;No;18;3;2;80;1;23;4;3;17/02/2018;3;2;1;2
28;No;Viaja-Pocas-Veces;857;Investigacion & Desarrollo;10;3;Otro;1;1097;3;Femenino;59;3;2;Cientifico de investigacion;3;Soltero;3660;7909;3;S;No;13;3;4;80;0;10;4;4;15/05/2013;8;7;1;7
44;Si;Viaja-Pocas-Veces;1376;Talento Humano;1;2;Medicina;1;1098;2;Masculino;91;2;3;Talento Humano;1;Casado;10482;2326;9;S;No;14;3;4;80;1;24;1;3;9/07/2001;20;6;3;6
33;No;Viaja-Pocas-Veces;654;Investigacion & Desarrollo;5;3;Ciencias de la vida;1;1099;4;Masculino;34;2;3;Representante atencion medica;4;Divorciado;7119;21214;4;S;No;15;3;3;80;1;9;2;3;15/10/2018;3;2;1;2
35;Si;Viaja-Pocas-Veces;1204;Ventas;4;3;Nivel tecnico;1;1100;4;Masculino;86;3;3;Ejecutivo de ventas;1;Soltero;9582;10333;0;S;Si;22;4;1;80;0;9;2;3;2/10/2013;8;7;4;7
33;Si;Viaja-Frecuentemente;827;Investigacion & Desarrollo;29;4;Medicina;1;1101;1;Femenino;54;2;2;Cientifico de investigacion;3;Soltero;4508;3129;1;S;No;22;4;2;80;0;14;4;3;24/07/2008;13;7;3;8
28;No;Viaja-Pocas-Veces;895;Investigacion & Desarrollo;15;2;Ciencias de la vida;1;1102;1;Masculino;50;3;1;Tecnico de laboratorio;3;Divorciado;2207;22482;1;S;No;16;3;4;80;1;4;5;2;26/01/2017;4;2;2;2
34;No;Viaja-Frecuentemente;618;Investigacion & Desarrollo;3;1;Ciencias de la vida;1;1103;1;Masculino;45;3;2;Representante atencion medica;4;Soltero;7756;22266;0;S;No;17;3;3;80;0;7;1;2;23/10/2015;6;2;0;4
37;No;Viaja-Pocas-Veces;309;Ventas;10;4;Ciencias de la vida;1;1105;4;Femenino;88;2;2;Ejecutivo de ventas;4;Divorciado;6694;24223;2;S;Si;14;3;3;80;3;8;5;3;22/06/2020;1;0;0;0
25;Si;Viaja-Pocas-Veces;1219;Investigacion & Desarrollo;4;1;Nivel tecnico;1;1106;4;Masculino;32;3;1;Tecnico de laboratorio;4;Casado;3691;4605;1;S;Si;15;3;2;80;1;7;3;4;6/08/2014;7;7;5;6
26;Si;Viaja-Pocas-Veces;1330;Investigacion & Desarrollo;21;3;Medicina;1;1107;1;Masculino;37;3;1;Tecnico de laboratorio;3;Divorciado;2377;19373;1;S;No;20;4;3;80;1;1;0;2;14/09/2020;1;1;0;0
